FL_DATE;CANCELLED;FLIGHTS;DISTANCE
2019-02-09;177;15114;828.9085616
2019-02-10;414;18196;806.8892064
2019-02-11;746;19247;788.9516808
2019-02-12;1871;16838;793.4412638
2019-02-13;605;18725;786.8882777
2019-02-14;328;20088;797.3104341
2019-02-15;222;20339;796.7063769
2019-02-16;114;15769;843.2936141
2019-02-17;647;17147;828.4648043
2019-02-18;349;19927;799.2635118
2019-02-19;376;19365;790.0035631
2019-02-20;1858;18179;805.1890093
2019-02-21;737;19743;798.6413412
2019-02-22;384;20147;798.2502109
2019-02-23;447;15817;846.5675539
2019-02-24;891;18378;823.2705953
2019-02-25;947;19538;805.2566281
2019-02-26;475;19298;789.8713338
2019-02-27;361;19175;786.6525163
2019-02-28;305;20241;797.7724421
2019-03-01;353;20227;796.1786226
2019-03-02;406;16483;839.3004914
2019-03-03;870;18932;812.6383372
2019-03-04;820;20060;793.7970588
2019-03-05;228;19892;787.2688015
2019-03-06;235;20229;791.2423748
2019-03-07;211;20963;799.185565
2019-03-08;258;21093;803.9201157
2019-03-09;428;17439;850.187052
2019-03-10;327;20210;816.1939634
2019-03-11;275;21075;803.7649822
2019-03-12;274;20422;797.5075899
2019-03-13;1732;19231;798.4028912
2019-03-14;1271;20139;809.5559859
2019-03-15;463;20996;802.9435607
2019-03-16;332;17641;847.9370217
2019-03-17;334;20264;815.7647059
2019-03-18;293;21046;801.7171909
2019-03-19;317;20381;793.9264511
2019-03-20;334;20613;799.0912531
2019-03-21;241;21079;801.2290906
2019-03-22;318;21038;803.7190798
2019-03-23;219;17666;845.5914185
2019-03-24;268;20239;814.0984732
2019-03-25;386;20919;801.1806014
2019-03-26;265;20411;794.0112194
2019-03-27;257;20666;797.9844189
2019-03-28;232;21082;800.9282326
2019-03-29;202;21146;802.0876289
2019-03-30;200;17681;844.9244387
2019-03-31;215;20247;812.4856028
2019-04-01;324;20942;801.5823704
2019-04-02;234;20293;788.4266496
2019-04-03;315;20527;793.6924538
2019-04-04;284;21071;797.7754259
2019-04-05;250;21160;798.3311909
2019-04-06;356;17167;841.9338265
2019-04-07;496;19916;815.0931914
2019-04-08;381;20943;798.2961371
2019-04-09;222;20275;787.9366708
2019-04-10;856;19923;790.095317
2019-04-11;873;20453;800.4827654
2019-04-12;225;21138;797.8679629
2019-04-13;822;16238;841.7319251
2019-04-14;1801;18609;817.71143
2019-04-15;747;20604;796.4972821
2019-04-16;138;20327;786.181532
2019-04-17;448;20345;792.545392
2019-04-18;286;21058;797.3973787
2019-04-19;1479;19878;801.032951
2019-04-20;320;16325;836.5235528
2019-04-21;170;19568;813.2254702
2019-04-22;167;21175;795.2866588
2019-04-23;201;20261;787.2527022
2019-04-24;348;20388;791.7076221
2019-04-25;171;21141;796.5931129
2019-04-26;789;20554;804.8375012
2019-04-27;695;16253;842.1500031
2019-04-28;208;20168;807.2465292
2019-04-29;247;21045;796.5457828
2019-04-30;635;19790;790.8891865
2019-05-01;384;20331;789.0906006
2019-05-02;545;20736;797.5222319
2019-05-03;360;21094;796.3625201
2019-05-04;236;16915;827.1684304
2019-05-05;284;20304;804.5961387
2019-05-06;212;21313;793.5142401
2019-05-07;375;20324;784.7940366
2019-05-08;881;20087;793.8028576
2019-05-09;478;21023;796.5930647
2019-05-10;249;21329;796.6961414
2019-05-11;400;16486;833.2126046
2019-05-12;263;19903;804.5360498
2019-05-13;292;21280;794.037265
2019-05-14;196;20552;784.5555177
2019-05-15;268;20819;790.3804217
2019-05-16;164;21444;793.6848069
2019-05-17;154;21506;795.759974
2019-05-18;876;16407;833.4502956
2019-05-19;470;20230;805.6253584
2019-05-20;443;21206;798.4434122
2019-05-21;501;20340;791.7186824
2019-05-22;184;21031;792.8683372
2019-05-23;514;21166;797.4992441
2019-05-24;143;21582;796.1476694
2019-05-25;32;16638;826.5607044
2019-05-26;148;17153;824.4055267
2019-05-27;608;19957;810.8059829
2019-05-28;747;20233;792.2080265
2019-05-29;1702;19491;802.3450823
2019-05-30;630;21054;799.4437162
2019-05-31;273;21444;795.3501679
2019-06-01;256;17148;826.746676
2019-06-02;503;20279;806.1628285
2019-06-03;293;21401;796.6617915
2019-06-04;205;20767;787.5500554
2019-06-05;431;20862;796.2052056
2019-06-06;228;21668;803.1593594
2019-06-07;243;21754;803.6255861
2019-06-08;549;17877;842.3891593
2019-06-09;1257;20166;823.9880988
2019-06-10;876;21270;807.0093089
2019-06-11;201;21381;798.0640756
2019-06-12;271;21579;802.1320728
2019-06-13;140;21972;801.8542236
2019-06-14;102;22052;802.2900871
2019-06-15;281;18583;837.8696658
2019-06-16;1086;20317;820.8996407
2019-06-17;638;21507;805.9066815
2019-06-18;471;21186;803.4858397
2019-06-19;584;21317;804.5487639
2019-06-20;808;21372;807.5246584
2019-06-21;395;21815;803.8570708
2019-06-22;262;18667;840.9667327
2019-06-23;715;20777;817.9624585
2019-06-24;466;21752;806.5923134
2019-06-25;261;21504;802.9355004
2019-06-26;146;21836;803.2058527
2019-06-27;223;21998;804.6549686
2019-06-28;270;21998;806.0587326
2019-06-29;581;18499;845.2860695
2019-06-30;485;20160;825.483631
2019-07-01;279;20298;816.3996946
2019-07-02;340;19760;816.1697368
2019-07-03;155;19717;823.6615611
2019-07-04;258;16530;855.8256503
2019-07-05;140;18002;834.2338074
2019-07-06;872;18110;847.9244064
2019-07-07;478;21189;814.1223748
2019-07-08;219;22111;805.2022975
2019-07-09;122;21862;801.8480926
2019-07-10;472;21674;807.5977669
2019-07-11;1322;21005;813.5366817
2019-07-12;349;22002;805.4415053
2019-07-13;462;18718;841.9147345
2019-07-14;251;21415;816.6896568
2019-07-15;238;22127;806.1941971
2019-07-16;162;21855;802.9081217
2019-07-17;915;21255;811.2201835
2019-07-18;1256;21098;815.3788511
2019-07-19;439;21948;807.983871
2019-07-20;320;18876;841.7104259
2019-07-21;365;21318;817.6106108
2019-07-22;950;21422;808.3942676
2019-07-23;417;21604;806.6218756
2019-07-24;118;22048;804.8634343
2019-07-25;124;22241;804.4204847
2019-07-26;114;22278;804.6123081
2019-07-27;71;19127;839.7072202
2019-07-28;83;21604;813.9290409
2019-07-29;399;21972;808.1982523
2019-07-30;283;21732;805.0765231
2019-07-31;955;21203;812.1688912
2019-08-01;510;21893;804.6095556
2019-08-02;438;22002;804.392328
2019-08-03;133;19123;838.4836061
2019-08-04;119;21624;814.0886977
2019-08-05;97;22326;803.3918302
2019-08-06;332;21599;801.9834252
2019-08-07;1575;20468;807.0611198
2019-08-08;646;21672;803.2489849
2019-08-09;170;22184;801.5295709
2019-08-10;68;18759;836.4416014
2019-08-11;117;21475;811.9802095
2019-08-12;267;21962;802.2767963
2019-08-13;281;21397;798.9455531
2019-08-14;248;21492;798.5933371
2019-08-15;359;21783;803.2660331
2019-08-16;159;21986;800.4528336
2019-08-17;162;18285;835.1003555
2019-08-18;1134;20267;819.1458035
2019-08-19;562;21481;803.4246078
2019-08-20;904;20197;796.2789028
2019-08-21;608;20762;794.6638089
2019-08-22;507;21488;798.1968075
2019-08-23;255;21710;796.1305389
2019-08-24;53;17693;829.0440852
2019-08-25;55;21028;803.3105383
2019-08-26;247;21683;795.29281
2019-08-27;303;20712;787.7215141
2019-08-28;126;21139;786.961493
2019-08-29;60;21844;792.7011079
2019-08-30;618;21290;795.8022076
2019-08-31;185;15839;829.9536587
